"Name", "Rating", "Description"
Features include easy scheduling, 10 air-speed settings, auto mode, night-time mode, sleep timer, and an easy-to-clean aperture with no fast-spinning blades so its safe for little fingers or paws
Certified Asthma & Allergy Friendly by AAFA (Asthma and Allergy Foundation of America)
Small footprint and 360° air-intake allows for easy placement ANYWHERE in the room ; Air Flow Level: 1300 CMH ; Control Type: Remote Control, App Control, LCD Display ; Technology Used: Advanced Sensors (PM 2.5, PM 10, NO2, VOC, Temperature, Humidity), Air Multiplier Technology (Patented), Vaccum Sealed Filters (HEPA -13A, Activated Carbon) ; Power Consumption: 40W ; Other Features: Quiet Mode Sound Level - 42.3 dBA; Sound level at Max Setting - 64.4 dBA
Please contact_us on: [ 18002586688 ] to avail Free Installation & Setup services or for any other support
"
"Dyson Pure Cool Air Purifier (Advanced Technology), Wi-fi & Bluetooth Enabled, Tower TP04 (Black/Nickel)","4.3 out of 5 stars","Automatically senses and reports air quality levels (PM 2.5, PM 10, VOC, NO2 & overall AQI) on LCD screen and Dyson Link App in real-time; only purifier to report ALL of these separately.
360 degrees Glass HEPA Filter & Tris Impregnated Activated Carbon Filter capture 99.95% of harmful ultra-fine pollutants & allergens as small as PM 0.1.
Patented Air MultiplierTM technology projects over 360 litres of purified air per second across your whole room
350 degrees oscillation ensures proper circulation throughout the room; personalized angle feature
Suitable for medium to large size rooms with coverage area of upto 600 sq.ft.
Energy efficient; Wattage : 40W (at max. setting), Airflow max settings: 361 l/s
Warranty - 2 years. Parts and Labour. Easy returns.
Certified Asthma & Allergy Friendly by AAFA (Asthma and Allergy Foundation of America)
Diffused mode, 10 speed settings, Auto mode, Night mode, Sleep timer, Wi-Fi & Bluetooth enabled. Easy filter change with notification on app / LCD screen when any of the filters need replacement.
Please contact us on: [ 18002586688 ] to avail Free Installation & Setup services or for any other support
Warranty: 2 year international warranty
Power: 40 watts
Includes: Air Purifier, Remote, Power Supply Adapter
"
"Havells AP-43 55-Watt Air Purifier (White/Grey)","1.8 out of 5 stars","Air Purifier Type - Room; Purification method - High-Efficiency Particulate Arrestant (HEPA) filter type
Coverage area: 856 sq. ft. / 80 sq. mtrs., especially suitable for living room (large)
Clean Air Delivery Rate (CADR): 403 m3/hr; CADR indicates the volume of purified air (in cubic mtrs) which an air purifier produces every hour
Warranty: 2 years on product
Unique safety control - health plus lock, child lock and filter replacement alert
Smooth touch screen control panel
Preset timer function for 2/4/8 hours duration
Wattage: 55 watts
Includes: Air purifier and User manual
"
"Treeco TC-207 Room Air Purifier 4 Step Air Purification with Hepa, Ionizer and Activated Carbon","4.5 out of 5 stars","Intelligent Auto Mode
Comes with timer
Sleep Mode
Air Quality sensor and Indicator
Filter Replacement Indicator
"
"BreatheEasy Car Air Purifier- White","3.6 out of 5 stars","Voltage: DC 12V,USB interface: 5V
Reduces PM2.5 upto 70% in 18-20 minutes of operation (with recirculation on), includes a USB port for charging phones, compatible for all cars and easy to carry
Net Weight: 0.6 kg
"
"Treeco TC-108 Car Air Purifier with Hepa Filter, Ionizer and Activated Carbon Filter","none","Easy to operate
Elimates PM 2.5 Particles
Portable
Ionizer
Eliminates bad smell
"
"OXYAIR AIR Purifier with Remote","5.0 out of 5 stars","AIR QUALITY SENSOR
GERMICIDAL UV LAMP
NEGATIVE ION GENERATOR
COLD CATALYST FILTER
"
"De’Longhi AC75 Air Purifier (Silver/White)","4.3 out of 5 stars","Suitable for rooms up to 25 m²
Airflow (m³/h) : 40-80-140
3 filtration levels plus ionizer
HEPA Filter: Effective against dust particles as small as 0.3 µ m in diameter or bigger
Carbon Filter: Effective against various harmful gases thanks to the property of active carbons
Washable re-usable Pre-Filter for big particles such as human and pets hair
Ionizer: Neutralizes the particles of dust, pollen and smoke contained in the air
3 fan speeds, timer of 1-3 hour
Control panel with soft LED controls
Service provided in India by Orient electric
Warranty: 1 year warranty provided by the manufacturer from date of purchase
Includes: Air Purifier, User Manual and Warranty Card
"
"Honeywell Filter A HRF-AP1 Universal Carbon Air Purifier Replacement Pre-Filter by Honeywell","4.4 out of 5 stars","Honeywell Filter A HRF-AP1 Universal Carbon Air Purifier Replacement Pre-Filter
1-Pack
"
"Vaayu Organic 200 GMS Organic Air Purifier Made of Activated Charcoal for Washrooms, Kitchen, Play Area, Study Rooms and Small Offices","5.0 out of 5 stars","FRESH HOME – Imagine the smell of fresh air inside your living room. Vaayu Organic air purifying bags will leave the sensation of a breeze in any room you want. All the smells are absorbed so you can enjoy those moments in your home to the fullest.
ACTIVATED CHARCOAL – The porous structure of activated charcoal effectively eliminates odors by absorbing moisture in the air, ridding your home of persistent smells including cigarette smoke or pet odours.
SUPPORTS NATURE – Our air purifying bags are 100% nature product and last up to 18 months. For disposal we recommend simply cutting the pouches and spreading the charcoal into the ground. We care about our planet, which is why our products are fragrance-free.
EXCLUSIVE DESIGN – We design our bags to blend in with most environments.Vaayu Organic air purifying bags carry a minimalistic theme with earthy colours, adding to a calm and harmonious atmosphere in your home.
BEST PRESENT FOR HOME Are you searching for a nature fresh Diwali Present for your family and friends? This air purifying bags prevents mold, mildew and bacteria from forming by absorbing excess moisture. Makes the air smell fresher by absorbing the bad odors, allergens and harmful pollutant. Keeping people and pets safe from harmful residues
"
"Coway Sleek Pro AP-1009 Air Purifier (Pre Filter, Patented Urethane Carbon Filter & Green Anti-flu True HEPA Filter) (Coway AP-1009)","4.7 out of 5 stars","Air Purifiers are 100% made in Korea Air Purifier Type- Sleek Air Purifier
Air Purifying Method: Green Anti-flu HEPA Technology. | Reddot Design Award Winner Coverage Area: 355 sq. ft / 33 sq. m. (Air Purifiers Most Suitable for Bed Rooms, Small Offices) | Clean Air Delivery Rate (CADR): 303 cubic m/hr (CADR is Volume of fresh, clean air given in an hour) | Super Silent Operation of Air Purifier
Unique Air Filtration Process- Pre Filter, Patented Urethane Carbon Filter (To Deodorize the air), Our Multi Layered Anti-Flu Green HEPA Filter effectively traps PM2.5 particles allowing only clean air to pass through Optimized Airflow: innovative flow path design allows for a slimmer air purifier design with more efficient and maximum airflow
One Touch Air Speed Adjustment: Four Speed Steps (1-3, Turbo) Real Time Air Quality Indicator: Clean, Low Pollution, Medium Pollution, High Pollution Longest Green Anti-flu HEPA Filter Life: 8500 hours Supply: 230 Volts, 50 Hz. | Power Consumption: 38 Watts. | Noise: 22-49 dB. | Dimensions (WHD): 335 x 686 x 204 mm | Gross Weight: 6.5 Kg
Warranty: 5 years on air purifier motor and 1 year on electrical parts
"
"Sharp Air Purifier for Homes & Offices | Dual Purification - ACTIVE (Plasmacluster Technology) & PASSIVE FILTERS (True HEPA H14+Carbon+Pre-Filter) | Captures 99.97% of Impurities | Model:FP-F40E-W | White","4.4 out of 5 stars","JAPANESE QUALITY PRODUCTS – Sharp has sold 8 crore products worldwide, equipped with Plasmacluster technology and have been known to provide only original products with advanced Japanese technologies. As a part of our global commitment, Sharp confirm to supply spares and consumables (all replacement filters) for a period of 5 years after the product is discontinued in India.
DUAL PURIFICATION – Sharp Air purifier works on dual purification mode. This indoor air purifier has inbuilt Plasmacluster technology which is certified by 31 global labs and combination of three Passive filters i.e. Highest Grade H14 HEPA Filter, Voluminous Granular Active Carbon Filter and a Pre-Filter that purifies the air with its unique 20° airflow to cover the entire room.
ELEGANT DESIGN – The Sharp Air Purifier is designed in Japan and manufactured under strict quality control to ensure that the product compliments the look & feel required for your bedrooms or living spaces. Sharp certified as JAPAN & ASEAN NO. 1 by Euromonitor International Limited, 2018 brand helps reduces the intake of various toxins & pollutants with every breath.
INCREASED EFFICIENCY – This Air Purifier has superior purifying efficiency as it can clean and purify the air four times in one hour in a room of 200 square feet space. It is suitable for 24 x 7 x 365 days operation and can work full day without any interruptions even in case of non-ventilated room.
BEST IN CLASS FEATURES – Sharp air purifier offers highest grade materials made of ABS material to ensure safety for the users. It has a special HAZE function for Indian conditions. It also has an Auto-restart option, Auto and Manual modes, Dust & Odour sensor & low noise level. These features make this product an ideal choice for homes and thereby saving energy and electricity.
"
"PureIN Mini Air Purifier for Home, Office and Car | Portable Air Ionizer Remove Air Pollutant & Allergen Smoke, Dust, Pollen, Breathe Fresh","5.0 out of 5 stars","Purifies Air
Removes bacteria and allergens from air
Air Cleaner for Home,Office,Room | Portable Air Ionizer Remove Air Pollutant & Allergen Smoke, Dust, Pollen, PM2.5, Breathe Fresh
Generates negative ions which are beneficial for health
BENEFITS Breathing ions have a relaxing effect normalize your breathing rate, decrease blood pressure
"
"OnWheel FurnishMyAuto Rhys hAir US Patented De-Humidifier Non-Electric Deodorizer Universal Air Purifier Thickening Sponge","5.0 out of 5 stars","✅ Non-Toxic, Biodegradable Odor and pollutants Eliminator at 1/10th cost of a Car Air Purifier
✅ Protects you and your children from contaminated air diseases and keeps them healthy
✅ Use RhysuAir air purifying sponge in your home, office, hotel, kitchen, office, store, etc.
✅ Proven effective by bacteriological laboratory testing.
✅ ABSORB UNWANTED ODORS FOR UP TO 45 DAYS in up to 300 SQUARE FEET AREA
"
"Renew Air Activated Coconut Charcoal Natural Air Purifier for Cars, Bathrooms, Kitchen and Living Area, 50g(Earthy Brown) - Set of 2","none","Natural, non-toxic and fragrance less. Purifier bag is made of activated coconut charcoal. It binds to and filters out bacteria and other pollutants and works as a natural neutralizer and deodorizer
Eliminates odors and removes moisture purifier bag acts as a sponge in absorbing odors, bacteria, pollutants, and moisture in the air. They work great in indoor spaces like bedroom, children room, kitchens, basements, cars and office area
Long lasting and effective - Purifier Bag is a natural and effective alternative to chemical deodorizers, gels, sprays and crystals that are not healthy for people and not good for the planet
Portable, does not require electricity or repair - Without any maintenance, the bags are reusable for up to two years. To rejuvenate and re-activate place the bags outside in the sun once a month for about an hour
50g Purifier Bag is the perfect size for compact spaces. This size would be best used in bag packs, shoe rack, gym bags, sporting equipment, drawers, and luggage
"
"Auslese™ Air Purifier With True HEPA Filter and 3 Mode Mini Portable Air Cleaner Odor Allergies Eliminator for Smoke, Dust, Bedroom, Home, Office and Car","none","True HEPA filter: 4-in-1(Hepa+Carbon+Degradation of formaldeyde+Anion) true HEPA filter remove the solid particles such as PM2.5, sterilisation, pollen, haze, dust, pet dander, particles as fine as 0.3 microns,it can eliminate odor, smoke and methanol. Clearance rate reached 99%. You can enjoy the health and fresh air as you wish.
Mini Size & Enegry Save:- The differents between traditional air purifier and our goods are the size. This air purifier likes a cup ,mini size can fit in your bag. With the same electricity , it works longer time.
3-in-1 System & Simple Charge:- You may worry about how to use a new machine? Our system is already simplified, press the button to change mode and on-off . Switch Sleep/Auto/High-speed mode while you need. Charge by the USB line, you can use it with jack or computer USB socket.
Quiet Experience:- For your rest environment, the noise is lower than 35db during it works. Human whisper is about 35db, so it won’t wake you up in the night.
3 Speed fan Choice at any time (Sleep Mode, Comfort mode, Injection mode).
"
"Coway Sleek Pro AP-1009 Air Purifier (Pre Filter, Patented Urethane Carbon Filter & Green Anti-flu True HEPA Filter) (Coway AP-1009)","4.7 out of 5 stars","Air Purifiers are 100% made in Korea Air Purifier Type- Sleek Air Purifier
Air Purifying Method: Green Anti-flu HEPA Technology. | Reddot Design Award Winner Coverage Area: 355 sq. ft / 33 sq. m. (Air Purifiers Most Suitable for Bed Rooms, Small Offices) | Clean Air Delivery Rate (CADR): 303 cubic m/hr (CADR is Volume of fresh, clean air given in an hour) | Super Silent Operation of Air Purifier
Unique Air Filtration Process- Pre Filter, Patented Urethane Carbon Filter (To Deodorize the air), Our Multi Layered Anti-Flu Green HEPA Filter effectively traps PM2.5 particles allowing only clean air to pass through Optimized Airflow: innovative flow path design allows for a slimmer air purifier design with more efficient and maximum airflow
One Touch Air Speed Adjustment: Four Speed Steps (1-3, Turbo) Real Time Air Quality Indicator: Clean, Low Pollution, Medium Pollution, High Pollution Longest Green Anti-flu HEPA Filter Life: 8500 hours Supply: 230 Volts, 50 Hz. | Power Consumption: 38 Watts. | Noise: 22-49 dB. | Dimensions (WHD): 335 x 686 x 204 mm | Gross Weight: 6.5 Kg
Warranty: 5 years on air purifier motor and 1 year on electrical parts
"
"JSB HF131 Air Purifier with AQI Display for Live Monitoring of Indoor Air","3.8 out of 5 stars","With Live AQI Display : Actively Monitors Your Indoor Air At All Times ; Cleans Standard Room Air to Remove 99.9% Pollutants in less than 10 Minutes
Effectively Clean Invisible Air Pollutant Allergens like Bacteria Virus Dust Animal Hair Smoke Room Sprays Paint and Polish Emissions present in our Indoor Air
6 Levels of Filtration with Odour Sensor and Ionizer ; With Pre Filter Mesh to Trap Larger Dust Particles and Animal Hair, Carbon Activated Filter to Trap Bacteria and Viruses & 5th Generation HEPA Filter to trap very fine allergens, even H1N1 virus
Compact Body ; Keep in any corner of room ; Spare Filters Available Online ; Power Consumption : 50W ; Area Coverage: 350 sqft ; CADR (Clean Air Delivery Rate : 150 metre cube per hour)
1 Year JSB National Warranty + 2 Years Extendable ; For product support, please contact JSB Customer Support.
"
"XIMI VOGUE™ Triangle Bamboo Charcoal Odor Eliminator","none",""
"Nema Mini 12V Car Air Refresher Purifier Ioniser - Black","none","1.The Car 2-in-1 Oxygen Bar can easily produces OZONE and ANION into your car
2.Can rapidly eliminate soot and peculiar smell inside your car
3.Has sterilizing capability, can purify the air, which makes you feels like bathing in the forest when driving
4.The anion is the VITAMIN IN THE AIR, which is BENEFICIAL TO HUMANS HEALTH
"
"TruSens Z-3000 Replacement Carbon Filter + HEPA Filter (Bundle)","none","This bundle includes a box of replacement carbon filter and HEPA filter for TruSens Z-3000 air purifier
For best results, replace carbon filter every 3-4 months and HEPA filter every 12-15 months
Change indicator light is displayed on purifier when filter needs to be replaced
EASY TO USE: Access filters simply by loosening the knob at the bottom of the air purifier
REIMAGINE CLEAN AIR: Take a breath of fresh air with TruSens. With our 360 Filtration system, the activated carbon filter and HEPA drum filter help capture the invisible impurities lingering in your home to efficiently deliver purified air around your room
REMOVES ODORS, GASES, DUST + PET HAIR: The activated carbon prefilter captures odors and gases from the air and acts as the first level of defense against dust and pet hair
REMOVES POLLUTANTS: TruSens HEPA filter removes pollutants as small as 0.3 microns – that’s roughly 30 times smaller than a strand of hair. Draws in the air from all directions, collecting pollutants such basic household odors and airborne allergens
For customer support, please contact us at [ 7304419327 ] or [ india.info@acco.com ] from Monday - Friday, 7.00 AM - 3.30 PM
HEPA FILTER: The TruSens combination filter has been engineered to collect microscopic particles, allergens and volatile organic components (VOC’s), and odorous gases
Only compatible with TruSens Z-3000 Air Purifier
"
"OCTOPUS PRIME Solar Power Car Auto Cool Air Vent with Rubber Stripping Car Ventilation Fan.","none",""
"ible Airvida M1 – Wearable Ionic Air Purifier with Titanium Necklace (Intrecciato 50cm)","1.0 out of 5 stars","Wearable ionic air purifier with collar clip or titanium necklace for daily clothing
Table-standing charging dock for desktop air purifier function
100 times more ions than a forest produces, Reducing the PM2.5, pollen, or allergens that could be inhaled
Protection from cigarette smoke, dust, pet dander, and bacteria, 28 hours operation on one charge
Far infrared emission by titanium necklace activates blood circulation and metabolism, Ultra low radiation and ozone concentration
"
"Phresh Air Purifier and Dehumidifier for Car,Kitchen,Living Room Bathroom,Drawer,Fridge, Freezer, gym bag,and storage area (100gm, Red)","none","*Make Indoor Air Breathable
*100% Natural ,Fragrance Free ,Non-Toxic and Eco friendly.
*Captures gases and pollutants and keeps them trapped.
*ELIMINATES ODOURS instead of masks odours.
*Economic- maintenance-free air purification.
"
"COVERS ECLAT MOBITECH LLP Breath Fresh 100% Activated Coconut Charcoal Natural Air Purifier Bags (Non Electric, Non Fragrant & Chemical Free) for Home, Office, Car, Room, Kitchen, Wardrobe, Shoe rack, Toilet & Washroom (Pack of 1) Net Weight 500 gms Burlap Brown","4.0 out of 5 stars","Eco Friendly Non Electric Natural Air Pruifier Bag made up of 100% Activated Coconut Charcoal. Life span of 2 years and is easy to handle. To keep it Rejuvenated, just place the bag in sunlight for 2 hours once every month.
Naturally absorbs & remove Bad Odors, Bacteria, Harmful Pollutants & Allergens
Dehumidifies to prevent Excess Moisture & Mildew
Fragrance Free, Chemical Free and Non Toxic
Most ideal for Wardrobes, Car, Shoes, Kitchen, Rooms & Toilets
"
"Phresh Air Purifier and Dehumidifier for Car,Kitchen,Living Room Bathroom,Drawer,Fridge, Freezer, gym bag,and storage area (250gm, Red)","1.0 out of 5 stars","*Last UPTO 1 year(With reactivation under sunlight(2-3 hrs per side) every 30-60 days, your charcoal Bag can last up to one year)
*Make Indoor Air Breathable
*100% Natural ,Fragrance Free ,Non-Toxic and Eco friendly.
*Captures gases and pollutants and keeps them trapped.
*ELIMINATES ODOURS instead of masks odours.
"
"TruSens Z-3000 Air Purifier | Remote SensorPod | 360 HEPA Filtration with Dupont Filter | UV Light Sterilization Kills Bacteria Germs Odor Allergens in Home | Dual Airflow for Full Coverage (Large)","3.6 out of 5 stars","TruSens of USA; TruSens Air Purifiers received distinction for high design quality in the Red Dot Award: Product Design 2019
Warranty: 2 Years Local Manufacturer Warranty (Refer to Product Details for more info)
SMARTER SENSING: Our remote SensorPod monitors the air quality and take action. Placed across the room, SensorPod communicates back to the TruSens purifier so it can automatically adjust its fan speed
CAPTURES AND DESTROYS POLLUTANTS: 360-degree DuPont filtration captures pollutants such as allergens, VOC gases and microscopic particles.
UltraViolet sterilization destroys germs and viruses that can build up on the filter, preventing re-circulation of live germs.
DUAL AIRFLOW: Pure direct proprietary technology splits clean air into two air streams, delivering purified air more comfortably and efficiently throughout the room. Proven to be 24% more efficient.
DETAILED LED DISPLAY: The illuminated, colour-coded display communicates good (blue), moderate (yellow) or poor (red) air quality and a numeric value provides a greater level of detail.
DESIGNED FOR YOU: Our air purifiers were designed with a simple touch controls for all the functions that matter most, including fan speeds, auto-timer, UV mode and filter replacement indicators.
TOTAL ROOM COVERAGE: Most purifiers only shoot air either vertically or straight out. TruSens PureDirect proprietary technology uses two separate airflow streams to maximise air circulation.
For customer support, please contact us at [ 7304419327 ] or [ india.info@acco.com ] from Monday - Friday, 7.00 AM - 3.30 PM
"
"TruSens Z-2000 Air Purifier | Remote SensorPod | 360 HEPA Filtration with Dupont Filter | UV Light Sterilization Kills Bacteria Germs Odor Allergens in Home | Dual Airflow for Full Coverage (Medium)","3.8 out of 5 stars","TruSens of USA; TruSens Air Purifiers received distinction for high design quality in the Red Dot Award: Product Design 2019
Warranty: 2 Years Local Manufacturer Warranty (Refer to Product Details for more info)
SMARTER SENSING: Our remote SensorPod monitors the air quality and take action. Placed across the room, SensorPod communicates back to the TruSens purifier so it can automatically adjust its fan speed
CAPTURES AND DESTROYS POLLUTANTS: 360-degree DuPont filtration captures pollutants such as allergens, VOC gases and microscopic particles
UltraViolet sterilization destroys germs and viruses that can build up on the filter, preventing re-circulation of live germs
DUAL AIRFLOW: Pure direct proprietary technology splits clean air into two air streams, delivering purified air more comfortably and efficiently throughout the room. Proven to be 24% more efficient
DETAILED LED DISPLAY: The illuminated, colour-coded display communicates good (blue), moderate (yellow) or poor (red) air quality and a numeric value provides a greater level of detail
DESIGNED FOR YOU: Our air purifiers were designed with a simple touch controls for all the functions that matter most, including fan speeds, auto-timer, UV mode and filter replacement indicators
TOTAL ROOM COVERAGE: Most purifiers only shoot air either vertically or straight out. TruSens PureDirect proprietary technology uses two separate airflow streams to maximise air circulation
For customer support, please contact us at [ 7304419327 ] or [ india.info@acco.com ] from Monday - Friday, 7.00 AM - 3.30 PM
"
"COVERS ECLAT MOBITECH LLP Breath Fresh 100% Activated Coconut Charcoal Natural Air Purifier Bags (Non Electric, Non Fragrant & Chemical Free) for Home, Office, Car, Room, Kitchen, Wardrobe, Shoe rack, Toilet & Washroom (Pack of 1) Net Weight 250 gms Floral Pink","none","Eco Friendly Non Electric Natural Air Pruifier Bag made up of 100% Activated Coconut Charcoal. Life span of 2 years and is easy to handle. To keep it Rejuvenated, just place the bag in sunlight for 2 hours once every month.
Naturally absorbs & remove Bad Odors, Bacteria, Harmful Pollutants & Allergens
Dehumidifies to prevent Excess Moisture & Mildew
Fragrance Free, Chemical Free and Non Toxic
Most ideal for Wardrobes, Car, Shoes, Kitchen, Rooms & Toilets
"
"Antique Buyer Car Humidifier With USB Charger Portable Car Air Purifier | Car Air Purifier (Multi Color)","none","Enjoy orignal Aromatherapy & Make your car spa with pure fragnance with 180 Degree Rotation to Make Full Humidification.
Remove unfavorable odors and smells & Increase humidity of air, reducing dust and bacteria.
Light weight mini design, very easy to use & You can drop the aroma oil into the water to make the air fresher.
Fill water with 2-3 drop of room aroma fragrance perfume.
Relief from dry air, cold, flu, cracked skin in the winter and cold weather.
"
"Nirgandha Breathable Fabric Activated Charcoal Bag (Nirgandha09) - Pack of 3","5.0 out of 5 stars","Material:Breathable Fabric
Colour:Grey
THREE-70gx3, Suitable for One Pair of Shoes and One Refrigerator
"
"Blueair Original Replacement Filter For Cabin P1 & P2i Air Purifiers (Pair - 2 pcs)","none","Protects from dust, pollen, pet dander, PM2.5, formaldehyde, benzene & tyre wear
Original Blueair filter
Life of 6 months assuming average usage of 3 hrs a day
"
"Room Air Purifier and Humidifier Aroma Diffuser (Green) WITH CHECK DUSTER CLOTH","none","Water based air purifier, air revitalisor, air refresher, humidifier. Fashion and elegant green leaf cover design
Uses professional hydro-purification technology for purification of air through water. Purifies the room air and improves the air quality.
Removes Odour, Bacteria or any other air contaminants. Remove all kinds of air pollutants such as PM2.5, dust, pollen, peculiar smell, allergen, and formaldehyde of house decoration etc.
Releases fresh fragrant air for healthy breathing after adding aroma fragrance oil (not included in package)
Rated Voltage: 240V b. Rotating Speed: 2200-2300 rpm c. Lights Type: LEDs d. Size: 18.5*18.5*16CM e. Power: 10 to 16 W f. Noise: 20-35dB g. Air flow: 100 m3 / h. Certification: CE, RoHS.
"
"ECO-NUT Peppermint Kit","5.0 out of 5 stars","Herbal Air Purifier
Peppermint Kit
Size: Standard Size
"
"®Kshavi Wooden Humidifier Mini Ultrasonic USB Aroma Diffuser.","5.0 out of 5 stars","Package including : 1 x Wooden Humidifier
Material : Plastic
Color : Wooden
Size : Approx, 95 X 100 mm/ 3.74 x 3.94 inch
USB plug power supply, touch switch, low DC 5V input voltage, safe and reliable. It can be easily powered by Car Charger, PC, Notebook, USB HUB, etc.
"
"Brightronics BRT-USB 2 in 1 Universal Car Ionizer with Fast Charging USB Ports for Automobile (Silver)","none","Negative Ion Concentration : 5,600,000 pcs/cm3
Package Contents: 1 x Bluetooth headphone 1 x USB Cable With 2 Set of Ear buds ( S / M / L ). 1 x Collar Clip
Ozone Concentration : Less than 0.05 ppm
Working Temperature : -10?~40?(14?~104?) & Storage Temperature : -20? ~ 60? (10? ~ 140?)
Input : 12V/DC Output : 5V/2.1A Power Consumption : 0.8 W
"
"Sharp Air Purifier for Homes & Offices | Dual Purification - ACTIVE (Plasmacluster Technology) & PASSIVE FILTERS (True HEPA H14+Carbon+Pre-Filter) | Captures 99.97% of Impurities | Model:FP-F40E-W | White","4.4 out of 5 stars","JAPANESE QUALITY PRODUCTS – Sharp has sold 8 crore products worldwide, equipped with Plasmacluster technology and have been known to provide only original products with advanced Japanese technologies. As a part of our global commitment, Sharp confirm to supply spares and consumables (all replacement filters) for a period of 5 years after the product is discontinued in India.
DUAL PURIFICATION – Sharp Air purifier works on dual purification mode. This indoor air purifier has inbuilt Plasmacluster technology which is certified by 31 global labs and combination of three Passive filters i.e. Highest Grade H14 HEPA Filter, Voluminous Granular Active Carbon Filter and a Pre-Filter that purifies the air with its unique 20° airflow to cover the entire room.
ELEGANT DESIGN – The Sharp Air Purifier is designed in Japan and manufactured under strict quality control to ensure that the product compliments the look & feel required for your bedrooms or living spaces. Sharp certified as JAPAN & ASEAN NO. 1 by Euromonitor International Limited, 2018 brand helps reduces the intake of various toxins & pollutants with every breath.
INCREASED EFFICIENCY – This Air Purifier has superior purifying efficiency as it can clean and purify the air four times in one hour in a room of 200 square feet space. It is suitable for 24 x 7 x 365 days operation and can work full day without any interruptions even in case of non-ventilated room.
BEST IN CLASS FEATURES – Sharp air purifier offers highest grade materials made of ABS material to ensure safety for the users. It has a special HAZE function for Indian conditions. It also has an Auto-restart option, Auto and Manual modes, Dust & Odour sensor & low noise level. These features make this product an ideal choice for homes and thereby saving energy and electricity.
"
"TruSens Z-1000 Air Purifier | 360 HEPA Filtration with Dupont Filter | UV Light Sterilization Kills Bacteria Germs Odor Allergens in Home | Dual Airflow for Full Coverage (Small)","3.7 out of 5 stars","TruSens of USA; TruSens Air Purifiers received distinction for high design quality in the Red Dot Award: Product Design 2019
Warranty: 2 Years Local Manufacturer Warranty (Refer to Product Details for more info)
CAPTURES AND DESTROYS POLLUTANTS: 360-degree DuPont filtration captures pollutants such as allergens, voc gases and microscopic particles with our 4 levels of purification
UltraViolet sterilization destroys germs and viruses that can build up on the filter, preventing re-circulation of live germs
DUAL AIRFLOW: Pure direct proprietary technology splits clean air into two air streams, delivering purified air more comfortably and efficiently throughout the room Proven to be 24% more efficient
TOTAL ROOM COVERAGE: Most purifiers only shoot air either vertically or straight out TruSens PureDirect proprietary technology uses two separate airflow streams to maximise air circulation
DESIGNED FOR YOU: Our air purifiers were designed with a simple touch controls for all the functions that matter most, including fan speeds, auto-timer, UV mode and filter replacement indicators
From quiet speed to Turbo cleaning mode, the Z-1000 has been carefully optimized to deliver cleaner air
TRUSENS: Simple is smart Simple is clear Simple makes sense Designing products that work better for you and fit into your lifestyle is important to us It’s what keeps us moving forward
For customer support, please contact us at [ 7304419327 ] or [ india.info@acco.com ] from Monday - Friday, 7.00 AM - 3.30 PM
"
"Coway Sleek Pro AP-1009 Air Purifier (Pre Filter, Patented Urethane Carbon Filter & Green Anti-flu True HEPA Filter) (Coway AP-1009)","4.7 out of 5 stars","Air Purifiers are 100% made in Korea Air Purifier Type- Sleek Air Purifier
Air Purifying Method: Green Anti-flu HEPA Technology. | Reddot Design Award Winner Coverage Area: 355 sq. ft / 33 sq. m. (Air Purifiers Most Suitable for Bed Rooms, Small Offices) | Clean Air Delivery Rate (CADR): 303 cubic m/hr (CADR is Volume of fresh, clean air given in an hour) | Super Silent Operation of Air Purifier
Unique Air Filtration Process- Pre Filter, Patented Urethane Carbon Filter (To Deodorize the air), Our Multi Layered Anti-Flu Green HEPA Filter effectively traps PM2.5 particles allowing only clean air to pass through Optimized Airflow: innovative flow path design allows for a slimmer air purifier design with more efficient and maximum airflow
One Touch Air Speed Adjustment: Four Speed Steps (1-3, Turbo) Real Time Air Quality Indicator: Clean, Low Pollution, Medium Pollution, High Pollution Longest Green Anti-flu HEPA Filter Life: 8500 hours Supply: 230 Volts, 50 Hz. | Power Consumption: 38 Watts. | Noise: 22-49 dB. | Dimensions (WHD): 335 x 686 x 204 mm | Gross Weight: 6.5 Kg
Warranty: 5 years on air purifier motor and 1 year on electrical parts
"
"JSB HF131 Air Purifier with AQI Display for Live Monitoring of Indoor Air","3.8 out of 5 stars","With Live AQI Display : Actively Monitors Your Indoor Air At All Times ; Cleans Standard Room Air to Remove 99.9% Pollutants in less than 10 Minutes
Effectively Clean Invisible Air Pollutant Allergens like Bacteria Virus Dust Animal Hair Smoke Room Sprays Paint and Polish Emissions present in our Indoor Air
6 Levels of Filtration with Odour Sensor and Ionizer ; With Pre Filter Mesh to Trap Larger Dust Particles and Animal Hair, Carbon Activated Filter to Trap Bacteria and Viruses & 5th Generation HEPA Filter to trap very fine allergens, even H1N1 virus
Compact Body ; Keep in any corner of room ; Spare Filters Available Online ; Power Consumption : 50W ; Area Coverage: 350 sqft ; CADR (Clean Air Delivery Rate : 150 metre cube per hour)
1 Year JSB National Warranty + 2 Years Extendable ; For product support, please contact JSB Customer Support.
"
